subject_id,basc064,basc122,basc197,craddock_scorr_mean,harvard_oxford_cort_prob_2mm,motions,msdl,power_2011
7284658077438998645,./data/fmri/basc064/7284658077438998645/run_1/7284658077438998645_task-Rest_confounds.csv,./data/fmri/basc122/7284658077438998645/run_1/7284658077438998645_task-Rest_confounds.csv,./data/fmri/basc197/7284658077438998645/run_1/7284658077438998645_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/7284658077438998645/run_1/7284658077438998645_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/7284658077438998645/run_1/7284658077438998645_task-Rest_confounds.csv,./data/fmri/motions/7284658077438998645/run_1/motions.txt,./data/fmri/msdl/7284658077438998645/run_1/7284658077438998645_task-Rest_confounds.csv,./data/fmri/power_2011/7284658077438998645/run_1/7284658077438998645_task-Rest_confounds.csv
16041192712760860060,./data/fmri/basc064/16041192712760860060/run_1/16041192712760860060_task-Rest_confounds.csv,./data/fmri/basc122/16041192712760860060/run_1/16041192712760860060_task-Rest_confounds.csv,./data/fmri/basc197/16041192712760860060/run_1/16041192712760860060_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/16041192712760860060/run_1/16041192712760860060_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/16041192712760860060/run_1/16041192712760860060_task-Rest_confounds.csv,./data/fmri/motions/16041192712760860060/run_1/motions.txt,./data/fmri/msdl/16041192712760860060/run_1/16041192712760860060_task-Rest_confounds.csv,./data/fmri/power_2011/16041192712760860060/run_1/16041192712760860060_task-Rest_confounds.csv
15413333890919912073,./data/fmri/basc064/15413333890919912073/run_1/15413333890919912073_task-Rest_confounds.csv,./data/fmri/basc122/15413333890919912073/run_1/15413333890919912073_task-Rest_confounds.csv,./data/fmri/basc197/15413333890919912073/run_1/15413333890919912073_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/15413333890919912073/run_1/15413333890919912073_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/15413333890919912073/run_1/15413333890919912073_task-Rest_confounds.csv,./data/fmri/motions/15413333890919912073/run_1/motions.txt,./data/fmri/msdl/15413333890919912073/run_1/15413333890919912073_task-Rest_confounds.csv,./data/fmri/power_2011/15413333890919912073/run_1/15413333890919912073_task-Rest_confounds.csv
6974645403127461191,./data/fmri/basc064/6974645403127461191/run_1/6974645403127461191_task-Rest_confounds.csv,./data/fmri/basc122/6974645403127461191/run_1/6974645403127461191_task-Rest_confounds.csv,./data/fmri/basc197/6974645403127461191/run_1/6974645403127461191_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/6974645403127461191/run_1/6974645403127461191_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/6974645403127461191/run_1/6974645403127461191_task-Rest_confounds.csv,./data/fmri/motions/6974645403127461191/run_1/motions.txt,./data/fmri/msdl/6974645403127461191/run_1/6974645403127461191_task-Rest_confounds.csv,./data/fmri/power_2011/6974645403127461191/run_1/6974645403127461191_task-Rest_confounds.csv
3946474157495652167,./data/fmri/basc064/3946474157495652167/run_1/3946474157495652167_task-Rest_confounds.csv,./data/fmri/basc122/3946474157495652167/run_1/3946474157495652167_task-Rest_confounds.csv,./data/fmri/basc197/3946474157495652167/run_1/3946474157495652167_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/3946474157495652167/run_1/3946474157495652167_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/3946474157495652167/run_1/3946474157495652167_task-Rest_confounds.csv,./data/fmri/motions/3946474157495652167/run_1/motions.txt,./data/fmri/msdl/3946474157495652167/run_1/3946474157495652167_task-Rest_confounds.csv,./data/fmri/power_2011/3946474157495652167/run_1/3946474157495652167_task-Rest_confounds.csv
9633178830526199172,./data/fmri/basc064/9633178830526199172/run_1/9633178830526199172_task-Rest_confounds.csv,./data/fmri/basc122/9633178830526199172/run_1/9633178830526199172_task-Rest_confounds.csv,./data/fmri/basc197/9633178830526199172/run_1/9633178830526199172_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/9633178830526199172/run_1/9633178830526199172_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/9633178830526199172/run_1/9633178830526199172_task-Rest_confounds.csv,./data/fmri/motions/9633178830526199172/run_1/motions.txt,./data/fmri/msdl/9633178830526199172/run_1/9633178830526199172_task-Rest_confounds.csv,./data/fmri/power_2011/9633178830526199172/run_1/9633178830526199172_task-Rest_confounds.csv
17994519284039695029,./data/fmri/basc064/17994519284039695029/run_1/17994519284039695029_task-Rest_confounds.csv,./data/fmri/basc122/17994519284039695029/run_1/17994519284039695029_task-Rest_confounds.csv,./data/fmri/basc197/17994519284039695029/run_1/17994519284039695029_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/17994519284039695029/run_1/17994519284039695029_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/17994519284039695029/run_1/17994519284039695029_task-Rest_confounds.csv,./data/fmri/motions/17994519284039695029/run_1/motions.txt,./data/fmri/msdl/17994519284039695029/run_1/17994519284039695029_task-Rest_confounds.csv,./data/fmri/power_2011/17994519284039695029/run_1/17994519284039695029_task-Rest_confounds.csv
18290021922236307117,./data/fmri/basc064/18290021922236307117/run_1/18290021922236307117_task-Rest_confounds.csv,./data/fmri/basc122/18290021922236307117/run_1/18290021922236307117_task-Rest_confounds.csv,./data/fmri/basc197/18290021922236307117/run_1/18290021922236307117_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/18290021922236307117/run_1/18290021922236307117_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/18290021922236307117/run_1/18290021922236307117_task-Rest_confounds.csv,./data/fmri/motions/18290021922236307117/run_1/motions.txt,./data/fmri/msdl/18290021922236307117/run_1/18290021922236307117_task-Rest_confounds.csv,./data/fmri/power_2011/18290021922236307117/run_1/18290021922236307117_task-Rest_confounds.csv
9148943449993839960,./data/fmri/basc064/9148943449993839960/run_1/9148943449993839960_task-Rest_confounds.csv,./data/fmri/basc122/9148943449993839960/run_1/9148943449993839960_task-Rest_confounds.csv,./data/fmri/basc197/9148943449993839960/run_1/9148943449993839960_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/9148943449993839960/run_1/9148943449993839960_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/9148943449993839960/run_1/9148943449993839960_task-Rest_confounds.csv,./data/fmri/motions/9148943449993839960/run_1/motions.txt,./data/fmri/msdl/9148943449993839960/run_1/9148943449993839960_task-Rest_confounds.csv,./data/fmri/power_2011/9148943449993839960/run_1/9148943449993839960_task-Rest_confounds.csv
10891312175476305226,./data/fmri/basc064/10891312175476305226/run_1/10891312175476305226_task-Rest_confounds.csv,./data/fmri/basc122/10891312175476305226/run_1/10891312175476305226_task-Rest_confounds.csv,./data/fmri/basc197/10891312175476305226/run_1/10891312175476305226_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/10891312175476305226/run_1/10891312175476305226_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/10891312175476305226/run_1/10891312175476305226_task-Rest_confounds.csv,./data/fmri/motions/10891312175476305226/run_1/motions.txt,./data/fmri/msdl/10891312175476305226/run_1/10891312175476305226_task-Rest_confounds.csv,./data/fmri/power_2011/10891312175476305226/run_1/10891312175476305226_task-Rest_confounds.csv
1421062207004519757,./data/fmri/basc064/1421062207004519757/run_1/1421062207004519757_task-Rest_confounds.csv,./data/fmri/basc122/1421062207004519757/run_1/1421062207004519757_task-Rest_confounds.csv,./data/fmri/basc197/1421062207004519757/run_1/1421062207004519757_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/1421062207004519757/run_1/1421062207004519757_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/1421062207004519757/run_1/1421062207004519757_task-Rest_confounds.csv,./data/fmri/motions/1421062207004519757/run_1/motions.txt,./data/fmri/msdl/1421062207004519757/run_1/1421062207004519757_task-Rest_confounds.csv,./data/fmri/power_2011/1421062207004519757/run_1/1421062207004519757_task-Rest_confounds.csv
6040938484430686222,./data/fmri/basc064/6040938484430686222/run_1/6040938484430686222_task-Rest_confounds.csv,./data/fmri/basc122/6040938484430686222/run_1/6040938484430686222_task-Rest_confounds.csv,./data/fmri/basc197/6040938484430686222/run_1/6040938484430686222_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/6040938484430686222/run_1/6040938484430686222_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/6040938484430686222/run_1/6040938484430686222_task-Rest_confounds.csv,./data/fmri/motions/6040938484430686222/run_1/motions.txt,./data/fmri/msdl/6040938484430686222/run_1/6040938484430686222_task-Rest_confounds.csv,./data/fmri/power_2011/6040938484430686222/run_1/6040938484430686222_task-Rest_confounds.csv
10533678816842710640,./data/fmri/basc064/10533678816842710640/run_1/10533678816842710640_task-Rest_confounds.csv,./data/fmri/basc122/10533678816842710640/run_1/10533678816842710640_task-Rest_confounds.csv,./data/fmri/basc197/10533678816842710640/run_1/10533678816842710640_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/10533678816842710640/run_1/10533678816842710640_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/10533678816842710640/run_1/10533678816842710640_task-Rest_confounds.csv,./data/fmri/motions/10533678816842710640/run_1/motions.txt,./data/fmri/msdl/10533678816842710640/run_1/10533678816842710640_task-Rest_confounds.csv,./data/fmri/power_2011/10533678816842710640/run_1/10533678816842710640_task-Rest_confounds.csv
2982121349972811953,./data/fmri/basc064/2982121349972811953/run_1/2982121349972811953_task-Rest_confounds.csv,./data/fmri/basc122/2982121349972811953/run_1/2982121349972811953_task-Rest_confounds.csv,./data/fmri/basc197/2982121349972811953/run_1/2982121349972811953_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/2982121349972811953/run_1/2982121349972811953_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/2982121349972811953/run_1/2982121349972811953_task-Rest_confounds.csv,./data/fmri/motions/2982121349972811953/run_1/motions.txt,./data/fmri/msdl/2982121349972811953/run_1/2982121349972811953_task-Rest_confounds.csv,./data/fmri/power_2011/2982121349972811953/run_1/2982121349972811953_task-Rest_confounds.csv
2315057017472731342,./data/fmri/basc064/2315057017472731342/run_1/2315057017472731342_task-Rest_confounds.csv,./data/fmri/basc122/2315057017472731342/run_1/2315057017472731342_task-Rest_confounds.csv,./data/fmri/basc197/2315057017472731342/run_1/2315057017472731342_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/2315057017472731342/run_1/2315057017472731342_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/2315057017472731342/run_1/2315057017472731342_task-Rest_confounds.csv,./data/fmri/motions/2315057017472731342/run_1/motions.txt,./data/fmri/msdl/2315057017472731342/run_1/2315057017472731342_task-Rest_confounds.csv,./data/fmri/power_2011/2315057017472731342/run_1/2315057017472731342_task-Rest_confounds.csv
3460987127454898743,./data/fmri/basc064/3460987127454898743/run_1/3460987127454898743_task-Rest_confounds.csv,./data/fmri/basc122/3460987127454898743/run_1/3460987127454898743_task-Rest_confounds.csv,./data/fmri/basc197/3460987127454898743/run_1/3460987127454898743_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/3460987127454898743/run_1/3460987127454898743_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/3460987127454898743/run_1/3460987127454898743_task-Rest_confounds.csv,./data/fmri/motions/3460987127454898743/run_1/motions.txt,./data/fmri/msdl/3460987127454898743/run_1/3460987127454898743_task-Rest_confounds.csv,./data/fmri/power_2011/3460987127454898743/run_1/3460987127454898743_task-Rest_confounds.csv
7196345648112412157,./data/fmri/basc064/7196345648112412157/run_1/7196345648112412157_task-Rest_confounds.csv,./data/fmri/basc122/7196345648112412157/run_1/7196345648112412157_task-Rest_confounds.csv,./data/fmri/basc197/7196345648112412157/run_1/7196345648112412157_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/7196345648112412157/run_1/7196345648112412157_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/7196345648112412157/run_1/7196345648112412157_task-Rest_confounds.csv,./data/fmri/motions/7196345648112412157/run_1/motions.txt,./data/fmri/msdl/7196345648112412157/run_1/7196345648112412157_task-Rest_confounds.csv,./data/fmri/power_2011/7196345648112412157/run_1/7196345648112412157_task-Rest_confounds.csv
6130609499310845676,./data/fmri/basc064/6130609499310845676/run_1/6130609499310845676_task-Rest_confounds.csv,./data/fmri/basc122/6130609499310845676/run_1/6130609499310845676_task-Rest_confounds.csv,./data/fmri/basc197/6130609499310845676/run_1/6130609499310845676_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/6130609499310845676/run_1/6130609499310845676_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/6130609499310845676/run_1/6130609499310845676_task-Rest_confounds.csv,./data/fmri/motions/6130609499310845676/run_1/motions.txt,./data/fmri/msdl/6130609499310845676/run_1/6130609499310845676_task-Rest_confounds.csv,./data/fmri/power_2011/6130609499310845676/run_1/6130609499310845676_task-Rest_confounds.csv
17324188939917935469,./data/fmri/basc064/17324188939917935469/run_1/17324188939917935469_task-Rest_confounds.csv,./data/fmri/basc122/17324188939917935469/run_1/17324188939917935469_task-Rest_confounds.csv,./data/fmri/basc197/17324188939917935469/run_1/17324188939917935469_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/17324188939917935469/run_1/17324188939917935469_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/17324188939917935469/run_1/17324188939917935469_task-Rest_confounds.csv,./data/fmri/motions/17324188939917935469/run_1/motions.txt,./data/fmri/msdl/17324188939917935469/run_1/17324188939917935469_task-Rest_confounds.csv,./data/fmri/power_2011/17324188939917935469/run_1/17324188939917935469_task-Rest_confounds.csv
9828589317757742860,./data/fmri/basc064/9828589317757742860/run_1/9828589317757742860_task-Rest_confounds.csv,./data/fmri/basc122/9828589317757742860/run_1/9828589317757742860_task-Rest_confounds.csv,./data/fmri/basc197/9828589317757742860/run_1/9828589317757742860_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/9828589317757742860/run_1/9828589317757742860_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/9828589317757742860/run_1/9828589317757742860_task-Rest_confounds.csv,./data/fmri/motions/9828589317757742860/run_1/motions.txt,./data/fmri/msdl/9828589317757742860/run_1/9828589317757742860_task-Rest_confounds.csv,./data/fmri/power_2011/9828589317757742860/run_1/9828589317757742860_task-Rest_confounds.csv
13707365586629516949,./data/fmri/basc064/13707365586629516949/run_1/13707365586629516949_task-Rest_confounds.csv,./data/fmri/basc122/13707365586629516949/run_1/13707365586629516949_task-Rest_confounds.csv,./data/fmri/basc197/13707365586629516949/run_1/13707365586629516949_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/13707365586629516949/run_1/13707365586629516949_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/13707365586629516949/run_1/13707365586629516949_task-Rest_confounds.csv,./data/fmri/motions/13707365586629516949/run_1/motions.txt,./data/fmri/msdl/13707365586629516949/run_1/13707365586629516949_task-Rest_confounds.csv,./data/fmri/power_2011/13707365586629516949/run_1/13707365586629516949_task-Rest_confounds.csv
13539783587562981160,./data/fmri/basc064/13539783587562981160/run_1/13539783587562981160_task-Rest_confounds.csv,./data/fmri/basc122/13539783587562981160/run_1/13539783587562981160_task-Rest_confounds.csv,./data/fmri/basc197/13539783587562981160/run_1/13539783587562981160_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/13539783587562981160/run_1/13539783587562981160_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/13539783587562981160/run_1/13539783587562981160_task-Rest_confounds.csv,./data/fmri/motions/13539783587562981160/run_1/motions.txt,./data/fmri/msdl/13539783587562981160/run_1/13539783587562981160_task-Rest_confounds.csv,./data/fmri/power_2011/13539783587562981160/run_1/13539783587562981160_task-Rest_confounds.csv
15549752693684240883,./data/fmri/basc064/15549752693684240883/run_1/15549752693684240883_task-Rest_confounds.csv,./data/fmri/basc122/15549752693684240883/run_1/15549752693684240883_task-Rest_confounds.csv,./data/fmri/basc197/15549752693684240883/run_1/15549752693684240883_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/15549752693684240883/run_1/15549752693684240883_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/15549752693684240883/run_1/15549752693684240883_task-Rest_confounds.csv,./data/fmri/motions/15549752693684240883/run_1/motions.txt,./data/fmri/msdl/15549752693684240883/run_1/15549752693684240883_task-Rest_confounds.csv,./data/fmri/power_2011/15549752693684240883/run_1/15549752693684240883_task-Rest_confounds.csv
7090278327460271496,./data/fmri/basc064/7090278327460271496/run_1/7090278327460271496_task-Rest_confounds.csv,./data/fmri/basc122/7090278327460271496/run_1/7090278327460271496_task-Rest_confounds.csv,./data/fmri/basc197/7090278327460271496/run_1/7090278327460271496_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/7090278327460271496/run_1/7090278327460271496_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/7090278327460271496/run_1/7090278327460271496_task-Rest_confounds.csv,./data/fmri/motions/7090278327460271496/run_1/motions.txt,./data/fmri/msdl/7090278327460271496/run_1/7090278327460271496_task-Rest_confounds.csv,./data/fmri/power_2011/7090278327460271496/run_1/7090278327460271496_task-Rest_confounds.csv
11831489119676836631,./data/fmri/basc064/11831489119676836631/run_1/11831489119676836631_task-Rest_confounds.csv,./data/fmri/basc122/11831489119676836631/run_1/11831489119676836631_task-Rest_confounds.csv,./data/fmri/basc197/11831489119676836631/run_1/11831489119676836631_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/11831489119676836631/run_1/11831489119676836631_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/11831489119676836631/run_1/11831489119676836631_task-Rest_confounds.csv,./data/fmri/motions/11831489119676836631/run_1/motions.txt,./data/fmri/msdl/11831489119676836631/run_1/11831489119676836631_task-Rest_confounds.csv,./data/fmri/power_2011/11831489119676836631/run_1/11831489119676836631_task-Rest_confounds.csv
11896622760834371917,./data/fmri/basc064/11896622760834371917/run_1/11896622760834371917_task-Rest_confounds.csv,./data/fmri/basc122/11896622760834371917/run_1/11896622760834371917_task-Rest_confounds.csv,./data/fmri/basc197/11896622760834371917/run_1/11896622760834371917_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/11896622760834371917/run_1/11896622760834371917_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/11896622760834371917/run_1/11896622760834371917_task-Rest_confounds.csv,./data/fmri/motions/11896622760834371917/run_1/motions.txt,./data/fmri/msdl/11896622760834371917/run_1/11896622760834371917_task-Rest_confounds.csv,./data/fmri/power_2011/11896622760834371917/run_1/11896622760834371917_task-Rest_confounds.csv
4816912088463386674,./data/fmri/basc064/4816912088463386674/run_1/4816912088463386674_task-Rest_confounds.csv,./data/fmri/basc122/4816912088463386674/run_1/4816912088463386674_task-Rest_confounds.csv,./data/fmri/basc197/4816912088463386674/run_1/4816912088463386674_task-Rest_confounds.csv,./data/fmri/craddock_scorr_mean/4816912088463386674/run_1/4816912088463386674_task-Rest_confounds.csv,./data/fmri/harvard_oxford_cort_prob_2mm/4816912088463386674/run_1/4816912088463386674_task-Rest_confounds.csv,./data/fmri/motions/4816912088463386674/run_1/motions.txt,./data/fmri/msdl/4816912088463386674/run_1/4816912088463386674_task-Rest_confounds.csv,./data/fmri/power_2011/4816912088463386674/run_1/4816912088463386674_task-Rest_confounds.csv
