subject_id,repetition_time
17763617366950090014,2.0
9828589317757742860,1.5
16320897940370019778,2.5
196082714551372135,2.0
10029697720152867006,2.0
7662432302880546717,2.0
16936265781202181983,1.65163
18173493221427852567,1.6505
14368667551838288163,2.0
16247414732548817249,2.0
7299511772640352337,2.5
12122589220295925288,2.5
11205705854955854893,2.5
2326652670687941403,2.5
3176399143258036580,3.0
3792180006359000357,2.0
5733618198342093879,2.5
10939937375266737016,2.0
4837735141177056404,2.5
17869475615016060942,2.0
14190770443123765424,2.0
13230130375195912932,2.7
3007566657137527781,2.5
9931828537209153506,2.0
8949204070608673381,2.0
17219921875923146763,1.5
8317793618671288375,2.0
8913903238652743322,2.0
18075915411734877189,2.0
10067917802557274289,2.5
11675481097715069736,2.7
16920778076049876087,1.5
6163521666085811695,2.0
8498381773020686909,2.0
5044995550731398996,2.0
3584113492361980248,2.0
15894330186341478080,2.0
7874498584216048106,3.0
5811273726324091004,2.5
2242507443154115452,2.0
18055932289587242864,2.0
7090278327460271496,1.5
6681661465243420740,3.0
16757429644096522955,2.0
3626914921880587495,2.0
8324521598208534718,2.0
9570576457168596945,2.0
7588692838816715876,2.5
12143331051363263668,2.0
8388425640168888665,2.5
10074191492374027123,2.0
17359081410485284978,2.0
12936027060285992322,2.0
12017417879396901503,2.0
8899860435498684364,2.0
8202626753881182953,3.0
8188606489003167029,2.0
10976455235926682941,2.0
12135394258681837947,3.0
5991656024932720740,2.0
4699234509742506094,2.7
1523534012102530735,1.66677
2187702261270761837,2.0
3337178800523935862,1.5
15396697709888231235,1.5
15845317443819261764,2.0
7601951803842575252,2.5
16426819163120184923,2.0
14114871539942389097,1.0
1743722736902154042,1.0
5760104758081754062,2.0
9309994439127484947,2.0
16899547687835687350,1.5
13713970874223437252,3.0
17285614611827588330,3.0
6025747022351864597,2.5
6941208240728369598,2.0
5255882058047687599,2.5
3545582425480585891,2.0
7987502456125842082,3.0
13220138082676366670,2.0
4532784743007266885,2.0
659743082602600608,2.0
748076004563486788,2.5
10668930679697848959,2.0
11215274205986078664,2.0
12435800724703612980,1.0
10154203835409169389,2.5
13153000042793550295,2.0
15999841200829943902,2.0
10916069022294012840,2.0
14864612286913071396,2.0
5870376692680782500,2.0
372219183039998899,1.5
16144022764247854978,3.0
16389900804497512249,2.0
9882335572497386794,2.0
14636170697229969952,3.0
12107537074620002027,2.5
4910959028544759505,2.0
12560894819241919036,2.0
8607365337487878111,3.0
13145746095096481167,2.0
4631783487108018048,3.0
11216601981006960514,2.2
10234977762451712415,2.0
1365914147755336721,2.0
17562217262817479550,2.0
9388209919682696971,2.0
7961441323710643344,2.2
11724843499212268823,2.5
2485089019298266510,2.0
15637173698903370497,2.0
17546726458731669620,2.5
620906231736206289,2.0
1825548194256448448,2.0
15888719602830108057,2.7
16612291264878519531,2.0
16258817516874944318,3.0
4306639244415147701,0.813
1923397579467120711,2.0
5401026837067263159,2.0
9790024907849746097,2.5
4482327643856182210,2.0
15063451430112335996,2.2
4858902521060915688,3.0
6948507320188267042,3.0
16006668720974170983,2.5
5684605679388724953,1.5
8046206826227554282,2.0
5334925531938239464,2.0
15340561888633036497,2.5
1803542847423080281,2.0
11858436998726961072,2.5
12484982250365917906,3.0
16768422038404906001,2.5
17853998394589476169,2.0
6403408858296936227,1.6669200000000002
7817357885643432339,2.5
15840797305258599257,2.0
13253788979376924234,2.0
17485054134707162761,0.813
4675425126404211393,2.0
6596798199469944515,2.0
10937541063821923222,2.0
6583016164810147536,2.5
1924621562516530754,2.0
6600435568083717040,3.0
6622020218512305844,2.7
294052706044479702,2.0
12823278122728297433,2.0
13338504497773132966,2.5
15043977795550985213,3.0
50730134544570589,2.0
4888166104500743672,2.0
10349930541170148474,2.0
298792090943739510,2.5
18397483552669111857,2.5
17210435262866808356,2.0
17277934092274093337,2.0
6755910895454622152,2.0
2300805140061074030,3.0
3340364108295278937,2.5
15073137616021835821,2.0
18171287181557175972,2.5
1871465266881963310,2.0
5790537972782282701,2.0
4987511920106172051,3.0
8228803928078653780,3.0
8753951441057385771,2.0
8444511832585725966,2.0
15901819299704350508,2.0
3087451564923430984,2.7
9461345611763620435,2.0
1664260083095789162,3.0
1081163329290702744,2.0
5767722544222645141,2.0
9355855310060357161,2.0
9496952744083662074,2.5
18281983803382534746,1.5
17818494767409044232,2.5
14030583262395524584,2.0
13496616811204824577,2.0
12638132172884727287,2.0
9244089430407288822,2.0
17009794694787795642,2.0
1641101332796582774,2.0
9187938134778784216,2.0
7559463343539100369,0.813
18101364107927629918,3.0
18405996504862694428,2.0
15410488061536562505,2.0
516929450283253402,2.0
5161212630604141897,3.0
925493506060134004,2.5
17909358462600933995,2.0
2463759577176454720,2.5
12985369440532873942,2.0
10349801147471445893,1.5
12968903930513802786,2.2
15552394485638720754,1.6671
6575934165114237918,2.5
5495577679125537512,2.0
17238590406114473148,3.0
10056200270967610506,2.0
11823591413784470348,2.0
7092141909937269958,1.6509900000000002
17050946261130830078,2.5
13850975699695040111,2.0
17324188939917935469,1.5
17026987301726176592,3.0
11372259924037431790,2.0
13067002953621155980,2.0
3513534968964187215,2.0
8948625876768432579,2.7
1584668254983296253,2.0
9968435306742711551,3.0
15198501092494055387,2.5
5537931901371223178,2.2
3640469236459669754,2.0
13579724907581819285,2.0
6448911571379924188,2.0
4538417747832911179,2.0
693879587009928611,2.0
14047095530733325828,2.0
11295522903215276316,2.0
8090862932667548061,2.0
3108202319643550108,2.0
6080830720100649211,2.0
8594809099092967641,1.5
6131254337989152411,1.0
9879008448392456556,2.5
228103336523884890,3.0
6605361059954916479,3.0
4929524216214633013,2.0
2748256255182844615,2.0
7384814230083574260,2.0
11914947177169130679,2.0
2315057017472731342,1.5
14574839054952285581,3.0
2769532208825207419,2.0
8378936347998768218,2.0
45361995158659835,2.7
4241755090739485723,2.5
13083446669897933226,2.5
6590350573964737548,2.5
8623251656954777229,2.5
5518887885071435992,2.0
1710516632823910472,2.0
11782397523805637910,2.0
248824992671445332,2.5
16712395586601486105,2.0
12571515783301748525,2.0
12972534867986283484,2.0
9148943449993839960,1.5
5796459677030456908,3.0
7842487878439389006,2.7
12678220755683120685,3.0
10363471767878896270,1.5
5457805595750610367,2.0
13647359474905609517,2.5
8255302548521160061,2.0
284170059197533140,2.5
12815504956029482416,2.5
9483982908108698531,3.0
5803076678686249603,2.5
11884750554207142807,2.7
4599720236248679749,3.0
14914158026742807856,3.0
11491978955633073245,2.0
5048127647166127674,2.0
13632947694851692159,2.0
17113208951586398635,2.5
694522659184750393,2.0
11142603724876559919,2.5
13796036108605498459,2.0
18240361524600448474,2.0
1211471732336797033,2.5
2406419936294273409,2.0
2862249079673659391,2.5
9144685686382590821,2.0
17233423196726438850,1.0
4994118606646676196,2.0
7691059079374080614,3.0
8787752940515069547,3.0
11530578323476198375,2.0
18403725027774688438,2.0
2123941519268515521,2.0
9861859263416057262,3.0
5433806549140975356,3.0
4626383569428654746,3.0
16041192712760860060,1.5
3458008925242802143,2.0
15613350875495577926,2.5
11150497814872825245,2.0
7634594865864939269,1.5
9675220610400000046,2.0
10579639876711238759,2.0
2960353983491019679,3.0
9160736635148228083,2.5
5517476480137144098,2.5
4567818491565151125,2.0
16248401048394011528,3.0
7394183015984155601,2.5
1665792970184349622,2.5
9996884498929238594,2.0
9701984015616676139,3.0
1649386102216115132,2.0
4965314060626382208,1.6509900000000002
9633178830526199172,1.5
17221994896048797372,2.0
723076768831440659,1.66723
3650638300634038019,2.5
7397505652909365120,2.0
16180367826618545516,2.0
11929523334673022133,2.0
8114200290813140071,2.0
7108231313682110967,1.0
17868795815431503013,3.0
10533678816842710640,1.5
9107623325421867604,2.5
15450256107048346888,2.5
351487142570752827,2.5
13770611441359397736,2.0
10173121077614834201,2.5
12628903829469593958,1.65124
8058929583230058357,2.0
9793739284124178960,2.0
4882067892161576702,2.0
7163958461507484724,2.0
9214718732756124692,2.0
7891970636269676378,2.0
17050378710372502381,2.0
2554088765836084571,2.5
6255205192149866958,2.7
13171514902629030045,2.0
18019768656553562658,2.0
14669341322803994997,2.0
11653108669153423900,2.5
12734488077106259775,2.0
705955639423368011,2.0
16663842111935453117,2.5
10153018411680292124,3.0
3509120345896469917,2.0
14558061505271144649,2.0
10888189783548635961,2.0
4923641484665289874,2.0
7111506141037153650,1.0
370214350040667064,2.0
8163915483354539436,3.0
8998735734811638280,1.0
14317174464489491051,2.5
15341704203615139229,2.7
1395281409987959154,2.0
653475140826696528,2.2
8314109076733694007,2.0
5987001014529477213,2.5
2762108278133022943,2.5
12453292323503755193,2.0
4975299443351733681,1.0
13950776268310885314,2.0
1535923903606265321,2.0
16805537570807718027,1.5
11455886067993676029,3.0
16195331984964795597,2.0
1889744164464059464,2.0
12444902917581479775,2.0
13918139140392999025,2.0
13123586785653050523,1.0
13389111313437688997,2.2
11199113312045815323,2.5
15901081093667167055,2.0
1858664831471882229,2.0
3122899686894485050,1.5
9631454807309118543,1.65136
16703053595650989675,2.0
6890126816385034846,1.0
9213981989782687082,1.5
11388386247846375656,2.5
2044209019866151021,2.0
4245604412488878099,2.5
3725552275372014287,2.0
11359354778039298242,2.5
2848232240603600516,2.0
5135222473850637329,2.7
16165833174614224131,2.5
11843187287824987414,2.5
1884751641964538852,1.5
5326975539814671222,1.65125
1766379371355336246,3.0
14478664443489530792,2.0
16540741697120312903,2.0
7259290671581276823,2.0
8254152516100053401,2.0
10763516405701393523,3.0
363074685980129823,2.0
12675051168291185507,2.0
693045477348321906,1.5
13986003836320600884,2.5
16192051552404929513,2.5
16451694982429215534,2.0
3093356110411251256,2.0
954528540338790668,2.0
980468418353890108,2.0
2624705654989531752,2.0
10610419104306878778,2.0
15654917881623029418,1.6661099999999998
10891312175476305226,1.5
1257282764944562522,2.0
11896622760834371917,1.5
6883991195173557452,2.0
300052118340976801,0.813
11641861253725393085,2.0
16653395447554605567,3.0
8899808591206209849,2.5
17869103128191130311,2.0
8359818477131129025,2.0
16694513013430914275,1.5
666057302908038508,2.0
10053945767847916051,2.0
14742614366026401791,2.7
2762703472005704438,2.0
11750934158358785864,2.5
6155063771502100889,1.0
8005987433942226638,2.0
269039526764629925,2.2
9906557410173564411,2.0
680469699132304666,2.0
2009827934598618092,2.0
2518641191831587237,2.0
16660686853384821137,3.0
7923881756931366609,3.0
6802548046844199874,2.0
12730198853511258549,2.5
18290021922236307117,1.5
5778983720102490445,2.0
11400501782842924730,1.66678
2408864025719113121,2.0
13837396042122455622,2.0
4364191064269358583,2.0
13755623571008103579,2.0
12787650247533706862,1.0
5142083837557032413,3.0
1820477290491858272,3.0
17720865145265654953,2.0
10178099150156294020,2.0
1879255987392061313,1.5
2737920167371076814,2.5
3513933557952946815,2.5
16492881644309151456,2.5
1128718448818508051,2.0
13882885414622157525,2.0
5693539675787062059,2.0
14065947828622365819,3.0
2343054830914355262,2.5
8069939035014478877,1.5
14280045705732589053,2.0
16129036547470352532,2.0
2408274791111112164,2.5
3806042026174799837,2.0
17994519284039695029,1.5
5385652776566995070,2.0
8013633467934886374,1.5
6358108760422487788,2.0
7142066056384599105,3.0
1476829686784480699,3.0
7295963129506734424,2.0
4329599790196634731,2.0
14455070988318575472,2.0
8647458245548746374,2.0
12031283436536760308,2.5
16045985821033593265,0.813
2344024426504472657,2.0
2415837269272156932,2.0
7196345648112412157,1.5
3201399839310119516,2.0
17145971654298267794,2.0
1097479203354431514,2.0
4379983551161442166,2.0
2617815407501887195,2.5
15799704361969840854,2.0
8657774379486090170,1.5
1744403328962333398,2.0
16514318575797848027,2.5
71707139186785067,2.5
2073000513801939621,2.5
15433081487435637772,2.0
731324477286086739,2.0
17976325669150129927,2.0
15549752693684240883,1.5
13627241156392510434,2.5
13733665782978307681,2.5
15295528772008681472,2.0
6489808399423778465,2.7
18132103494187136848,2.5
15103433802028186730,2.0
543790797367970451,2.0
14575290185869544989,2.0
8967138964840794696,2.7
2317819236790284304,3.0
12740671629216678541,3.0
8228627902859312989,2.0
5124219640041861254,2.0
17941767110411802370,2.0
14346674999179759204,2.0
15515851136534044494,2.0
13610720216630748473,2.0
9629081412613838659,2.5
13550633197929573941,2.0
4278808432363072553,2.0
12976147391659741754,2.5
5191990961794412721,2.5
8428986045619743731,1.0
13588996308080228544,2.0
13904717272596715686,2.0
10728507698668099013,2.0
16090538264572795678,1.0
8851782126737109946,2.0
3585471260544987118,2.0
5487466514779843234,2.5
6759849391661692909,3.0
796117693103640774,2.0
16778528452218243582,2.0
18393885238183268886,1.0
18328535879330758438,1.5
7715301840923971479,2.0
1714482726798917234,2.0
10235875936123668788,3.0
14005897068990362113,2.0
6875085727954636821,2.0
12948529044288639975,2.0
712641811774695333,2.7
7017352593478100735,2.5
8486188441605162812,1.5
6789702224743688231,2.0
4816912088463386674,1.5
5445477123871287750,2.0
13738536793884153051,2.0
3297906047104073657,2.0
5771261091775362099,1.5
11688451720454955744,2.5
3579368566355607855,2.0
9033531949148953633,3.0
11846281372939131853,2.0
18366111874396028328,2.5
7874028805521774801,2.5
15167830415790607462,2.5
11211779999008243459,2.0
18302400971533951070,2.0
7410127052127616363,2.0
11063493347128341906,2.0
5459313553394816302,2.0
13687884399854835348,2.0
12985463103660308783,3.0
3118750038145878339,2.2
10725774587130516765,3.0
9552232490045125405,2.0
8206019543922056165,3.0
9511556583296610809,2.0
17048463602876142765,1.0
17390507787169020687,2.0
3114133745367707807,2.0
971273507580097551,2.7
16781319900788830303,2.0
12644784343067380994,2.0
3870403298433180000,2.5
2231006770023620662,1.65128
2134738113353693774,2.5
15768998521767640504,2.5
10444261448397743506,2.0
846338398956869217,3.0
12567707188966144319,1.6507599999999998
11604436042838992233,2.0
4172594266248532036,1.6651900000000002
665318638634648176,2.0
3891272232075253820,2.0
11735429915193850108,2.7
12160216729933676765,2.0
8522391417523297412,2.0
4777943871255629198,2.5
8148529376421060913,2.0
7047418318773167608,2.5
7643199759602744603,2.0
7437233119762538959,2.0
3862410895660002508,2.0
7625048414513408910,2.0
8976341902356705424,2.0
6647886633190745670,2.0
7972173534445805846,2.5
7291861476551938439,2.0
2974448046795062048,2.0
10092698803000222344,2.0
10577571661706406846,2.0
7695359884351311651,2.0
3611483257613201807,2.0
14929004690135335177,2.0
6837177231373369835,2.0
18180549237031963932,2.0
7349639245751618420,2.5
1311441277144240808,2.0
7633670766676663075,2.5
1647555153831478102,1.5
10747244671915986845,2.0
8869316065865571601,2.2
16991850377080962063,2.0
13329740785674347730,2.0
12812888539530389933,2.5
5892354546395887136,2.5
10704575160524395891,2.0
2870676334677556774,2.5
8818770057582598150,2.0
14689199669360122327,2.2
2691647632292406329,1.5
4285470161618003859,2.5
18122490951819281638,2.0
6418624291147899322,2.0
16465314040568417192,2.5
6467427504111635176,2.0
14712506221147475267,2.7
13428217585966419105,2.0
8360002850655100234,2.0
17262125998121571776,2.0
7205717470193619936,2.0
12503627818342412543,2.0
13103194320687479467,2.0
7647960359022394707,2.7
6939725046234166262,2.0
8899078651669495220,2.0
11376693238223767158,2.0
15223365591029903899,1.0
6095066000673027657,2.0
1098417988006458381,2.0
15952805104663724697,2.0
251834434659678369,2.0
18235732320380963114,2.0
13208229676097712929,2.5
4221023024816128892,2.0
1188369147071585300,2.5
1635745618329934506,2.0
4847451923604949918,2.7
16402702630566339486,2.0
1699461880084806549,2.0
14773275056305166320,2.0
1701209031159362402,2.0
9241171118077103117,1.66644
13997015773493938229,3.0
13197297942884175833,2.0
10261285957746607157,2.0
1785372244590926936,2.0
6939684295674659919,2.5
11479071121107659837,2.0
13821439105702251507,2.5
8350314501556174012,2.5
4875839994598447407,2.0
521919601669803822,2.2
11448406121970560090,0.813
8010122542433120572,2.0
677768218222950019,2.5
15374639578945815076,2.0
3109665849282120019,2.0
7812338356484742683,2.0
18035342661747732940,2.7
9728644869016088044,2.0
2085832085115228732,1.66618
11748546997753654793,2.0
16264515273668617846,2.2
7088512102470210541,2.5
17678721696979888004,2.0
6414993795562135047,3.0
14440273744556291411,1.6514
44072936719174199,3.0
5036600661146828759,2.0
6130609499310845676,1.5
6094909099078587603,3.0
3771596312819714195,2.2
12439090865782272193,2.0
1095186611555530853,2.5
3270262061927851157,3.0
5546709431056127728,3.0
3496902480040228612,2.0
3378494873181969516,3.0
16766282493623965796,3.0
10338390913857035714,3.0
7179331416123524154,2.5
9029128901663065911,2.5
14109513015452416221,1.0
5761045981393820928,2.0
16104105895167255235,0.813
5444923917587630814,3.0
6979149163734606800,2.5
10208754341494896398,2.0
16794018761635513448,2.5
10701764679296524398,2.7
10032124555180513796,2.0
6394246351639843062,2.0
12270917460047792526,3.0
1767246840904063665,2.0
14187405285457245445,2.0
9091964210371819553,3.0
11594500875815279867,2.7
5272871305284831646,0.813
7237403355652569063,2.2
16025299368055843231,2.0
8120089415360219319,2.5
3327017312786464064,2.5
8045836953408774531,2.0
12382760978405107138,1.0
17970624577518746636,2.0
2733830780932157862,2.0
11290162998483579594,2.0
14060746149864861806,2.5
7706754023990004085,3.0
3888947644007907675,2.0
4924341834428704829,2.0
15581415739887790767,2.7
6362958275326218968,1.5
3985124960683880679,0.813
10392960014855671024,2.0
13063542053481878255,2.5
15291146613312661592,2.0
1017735555248006999,2.0
2994108393674473882,2.0
3576409301338760838,3.0
15568653163935184106,2.2
12074718120658994140,3.0
17759310673371314878,2.5
3946474157495652167,1.5
14086532067949863917,2.5
2933257288562036872,2.0
3542597823009137692,2.5
6263197941012798825,2.0
7703382901071148395,2.5
9424643212991639813,2.0
704545366374062239,3.0
15992837514426409589,2.5
17559188398721154713,2.0
16704855496263315505,1.65163
14626748405519757843,2.5
9430054059303584321,2.0
8262495494925285562,0.813
7210917338699122248,2.0
1348633531744777638,2.0
10541734540335286958,2.0
11321911823643200724,2.0
3017099803692806696,2.0
1139731751850986969,2.0
11950482223479152486,2.5
15009499410484275773,2.0
17419851265404351070,2.0
14571095540426654590,3.0
8884298256472362623,0.813
15292933651713076968,0.813
17103376801495123938,2.0
11831489119676836631,1.5
8894964673439467534,3.0
15514661473229321647,2.0
7818758331612680128,2.0
10489936382846127480,2.0
17743290912131097439,2.5
361031530684211431,3.0
15012382626510413974,3.0
12501988041882556746,2.0
6974645403127461191,1.5
13499515233927750299,1.66665
1457303212383435708,3.0
12417953620936911004,2.0
2984419316412666367,2.0
18113750338853362988,2.0
1421062207004519757,1.5
15260113634386916158,2.2
14268064505829803699,2.0
6686822476418381335,3.0
1220685971125577168,2.0
8123384670308137563,2.0
4912475425762272856,2.5
10041812196024233386,2.0
8604088705329748243,2.5
4797176508342180686,2.0
4596208384339674240,2.0
5083793847708805984,2.5
15008384218384940908,2.0
12294924223862031042,2.0
3391511647078492056,2.5
5643670941656456414,2.0
6040938484430686222,1.5
13346957486772337670,2.0
5704125962769648682,2.0
12535680106438785445,2.5
12623566787263908075,2.0
9556182826304683136,2.0
15764392539102107290,1.65013
11784540523848236,3.0
16419156420633931412,2.0
15837205863233486849,2.0
2702753790721716253,2.0
7775746669532535533,2.0
9121764908593996598,1.6663400000000002
7904188118868401594,2.0
11589489344450896135,1.0
14661172306020020468,2.7
1061335839335536120,2.0
7789126193351344754,2.0
9057622900394015793,2.0
10099127552657342413,2.0
